时间,进水流量(m3/h),进水COD(mg/L),进水NH3-N(mg/L),进水TN(mg/L),进水TP(mg/L),曝气池DO(mg/L),SV30(%),MLSS(mg/L),TMP(kPa),出水COD(mg/L),出水NH3-N(mg/L),出水TN(mg/L),出水TP(mg/L),电耗(kWh/h),药耗(kg/h)
2026-06-16 10:00:00,870.9,388.2,33.8,50.1,5.28,1.71,31.0,3675.0,8.92,14.4,0.474,6.62,0.16,753.4,13.9
2026-06-16 11:00:00,914.3,337.4,35.3,55.8,4.91,2.22,29.4,3572.0,7.79,14.5,0.513,7.71,0.16,695.8,14.1
2026-06-16 12:00:00,1007.6,315.6,35.5,54.4,4.68,2.11,28.5,3604.0,7.73,14.0,0.454,6.55,0.145,787.4,18.2
2026-06-16 13:00:00,794.7,299.8,32.8,52.5,6.19,1.69,26.2,3485.0,8.46,13.7,0.464,7.47,0.135,753.0,13.9
2026-06-16 14:00:00,832.1,353.2,30.5,47.5,4.4,2.0,26.5,3486.0,9.87,14.5,0.452,8.22,0.156,759.5,14.3
2026-06-16 15:00:00,958.3,330.4,32.1,53.7,4.06,2.14,23.6,3848.0,9.26,15.1,0.442,7.78,0.141,730.6,17.4
2026-06-16 16:00:00,921.4,335.4,33.3,50.4,5.35,1.73,21.0,3945.0,8.55,14.0,0.449,6.32,0.139,763.3,16.9
2026-06-16 17:00:00,814.8,307.6,32.9,54.9,5.86,2.1,19.0,3778.0,9.93,10.3,0.46,6.68,0.15,741.7,14.8
2026-06-16 18:00:00,964.6,393.9,60.2,80.9,4.33,2.07,18.7,3697.0,10.07,13.5,0.476,7.11,0.117,797.3,15.3
2026-06-16 19:00:00,1056.8,279.1,36.5,55.8,4.64,1.9,19.7,3705.0,8.84,10.4,0.496,6.49,0.142,823.9,16.6
2026-06-16 20:00:00,856.7,305.5,28.2,48.5,4.52,1.95,21.9,3595.0,10.61,13.6,0.47,5.92,0.102,781.5,14.7
2026-06-16 21:00:00,781.9,406.6,34.3,53.9,4.4,2.08,23.3,3521.0,9.77,15.2,0.471,7.82,0.13,772.8,13.4
2026-06-16 22:00:00,842.6,364.6,34.1,52.0,4.82,1.81,22.9,3694.0,10.09,11.8,0.462,6.04,0.107,726.5,14.5
2026-06-16 23:00:00,809.1,285.8,38.5,63.0,4.46,1.98,27.3,3719.0,10.92,13.1,0.441,6.55,0.126,778.5,12.1
2026-06-17 00:00:00,818.2,354.5,33.5,53.3,4.58,1.65,32.8,3562.0,11.61,11.3,0.431,5.53,0.109,719.2,10.4
2026-06-17 01:00:00,581.3,374.6,37.1,57.7,5.86,1.94,26.6,3643.0,10.05,11.9,0.474,4.55,0.11,706.6,14.0
2026-06-17 02:00:00,719.4,324.2,36.4,54.7,4.65,1.58,28.4,3590.0,11.21,12.8,0.478,5.99,0.105,728.9,12.6
2026-06-17 03:00:00,871.2,377.8,35.0,53.5,5.38,1.79,33.9,3530.0,11.56,13.4,0.456,5.13,0.139,767.1,11.8
2026-06-17 04:00:00,746.2,309.7,41.4,58.5,3.84,1.99,34.1,3366.0,10.0,11.4,0.443,5.35,0.106,747.5,11.2
2026-06-17 05:00:00,643.8,368.3,37.2,57.2,5.84,1.72,35.4,3540.0,10.63,10.9,0.419,6.18,0.112,687.9,13.4
2026-06-17 06:00:00,885.4,398.1,36.0,57.2,5.34,1.94,34.4,3533.0,11.04,10.7,0.4,6.51,0.109,769.2,15.8
2026-06-17 07:00:00,854.8,363.2,42.0,64.1,4.91,2.13,34.6,3623.0,10.97,9.7,0.42,5.74,0.088,755.1,14.2
2026-06-17 08:00:00,818.3,391.5,27.9,47.4,4.97,1.85,33.3,3704.0,10.5,8.5,0.412,5.68,0.108,757.0,10.5
2026-06-17 09:00:00,877.3,346.0,28.3,50.2,4.85,1.86,30.9,3923.0,11.35,11.6,0.4,5.37,0.098,776.5,13.9
2026-06-17 10:00:00,761.3,396.7,39.0,61.1,5.23,2.21,28.8,3601.0,11.06,10.2,0.443,4.52,0.077,726.8,16.0
2026-06-17 11:00:00,847.9,325.7,34.2,53.3,4.91,2.06,29.7,3317.0,11.06,9.4,0.4,4.59,0.095,690.9,13.6
2026-06-17 12:00:00,839.0,377.8,34.1,53.2,4.52,2.44,26.7,3722.0,10.13,10.3,0.461,4.39,0.071,768.6,14.0
2026-06-17 13:00:00,810.9,374.8,33.9,54.3,4.7,2.06,27.9,3405.0,9.8,10.5,0.409,4.25,0.076,768.8,15.8
2026-06-17 14:00:00,793.4,315.6,37.3,57.9,4.6,1.89,27.0,3520.0,9.3,9.3,0.438,4.22,0.084,799.3,14.5
2026-06-17 15:00:00,1004.1,307.1,32.3,50.2,5.3,2.12,24.7,3478.0,10.5,10.3,0.428,4.5,0.093,837.5,13.8
2026-06-17 16:00:00,874.8,358.8,27.4,49.6,5.53,1.79,19.1,3467.0,10.39,7.0,0.372,3.91,0.082,783.7,16.6
2026-06-17 17:00:00,736.3,270.5,34.9,56.2,6.08,1.9,26.0,3299.0,10.12,8.7,0.414,5.66,0.102,779.8,12.5
2026-06-17 18:00:00,875.5,391.8,39.0,52.7,5.14,1.97,24.6,3361.0,9.93,9.7,0.368,5.06,0.121,762.9,14.6
2026-06-17 19:00:00,1027.7,329.2,36.5,54.6,5.29,2.51,20.9,3333.0,9.3,8.4,0.35,3.28,0.088,797.7,16.5
2026-06-17 20:00:00,876.3,383.1,35.6,54.0,4.8,1.89,23.7,3474.0,10.33,8.3,0.399,4.74,0.085,781.9,12.8
2026-06-17 21:00:00,825.7,405.9,36.1,56.4,4.66,2.15,24.7,3170.0,9.01,5.8,0.417,5.44,0.093,778.4,12.6
2026-06-17 22:00:00,924.7,375.3,33.4,57.0,4.76,2.22,26.4,3581.0,8.99,8.6,0.394,3.79,0.087,740.5,14.7
2026-06-17 23:00:00,818.4,335.4,33.7,54.9,6.06,1.74,30.7,3656.0,8.99,10.1,0.387,4.91,0.075,745.6,14.3
2026-06-18 00:00:00,743.3,347.2,33.3,50.6,5.35,1.96,28.8,3438.0,9.75,10.8,0.391,5.52,0.123,739.8,14.4
2026-06-18 01:00:00,513.6,406.7,32.2,49.6,4.95,1.33,27.8,3104.0,8.64,6.8,0.438,5.56,0.08,737.4,12.0
2026-06-18 02:00:00,719.5,319.5,35.7,57.8,7.04,1.58,31.6,3170.0,8.22,8.8,0.417,5.0,0.109,779.4,11.5
2026-06-18 03:00:00,872.8,280.4,37.6,60.7,4.22,1.74,29.3,3590.0,9.49,10.5,0.411,5.75,0.118,757.8,13.4
2026-06-18 04:00:00,725.7,375.9,41.5,58.5,5.24,1.81,32.8,3042.0,8.67,10.7,0.438,4.86,0.086,773.5,13.0
2026-06-18 05:00:00,645.3,257.9,36.8,55.4,4.69,1.91,29.9,3198.0,8.68,11.8,0.447,5.65,0.107,712.0,12.1
2026-06-18 06:00:00,756.5,329.1,40.2,61.1,5.42,1.88,33.4,2948.0,8.38,9.5,0.434,5.36,0.103,787.8,13.7
2026-06-18 07:00:00,851.0,313.7,30.4,47.9,5.8,1.92,32.2,3345.0,8.21,12.0,0.412,5.85,0.103,788.2,14.9
2026-06-18 08:00:00,739.6,364.7,34.0,55.2,5.24,1.72,30.5,3267.0,7.84,9.0,0.432,6.3,0.128,769.6,12.7
2026-06-18 09:00:00,825.7,389.7,33.2,53.9,9.62,2.25,30.3,3247.0,7.61,11.0,0.467,6.76,0.104,738.5,15.1
2026-06-18 10:00:00,788.2,323.2,30.0,49.4,4.27,1.74,30.3,3301.0,6.4,11.8,0.425,5.13,0.083,732.8,16.4
2026-06-18 11:00:00,885.7,383.1,50.6,72.9,5.75,1.66,29.9,3086.0,6.24,11.0,0.442,6.52,0.101,776.4,12.9
2026-06-18 12:00:00,958.1,441.9,29.9,49.8,5.42,2.46,27.8,3359.0,8.04,11.2,0.462,5.7,0.121,774.9,12.8
2026-06-18 13:00:00,786.9,752.6,34.3,55.2,4.94,1.86,27.5,3378.0,6.03,12.0,0.436,5.68,0.118,721.6,13.0
2026-06-18 14:00:00,800.0,299.2,36.8,56.2,4.23,1.69,23.8,3313.0,6.4,12.9,0.457,5.66,0.139,766.7,12.4
2026-06-18 15:00:00,1065.6,362.1,30.2,47.2,4.64,2.43,24.6,3185.0,5.85,10.9,0.441,6.91,0.129,785.9,14.8
2026-06-18 16:00:00,906.8,222.1,34.6,54.5,3.48,2.23,22.6,3199.0,6.51,13.5,0.448,6.34,0.128,791.9,14.1
2026-06-18 17:00:00,805.5,268.2,38.0,57.6,5.52,1.7,21.5,3437.0,6.62,14.0,0.485,5.94,0.128,762.7,12.1
2026-06-18 18:00:00,1016.0,392.8,35.2,52.2,5.14,2.0,22.3,3347.0,6.97,13.2,0.448,7.14,0.123,759.6,13.4
2026-06-18 19:00:00,1080.0,365.4,48.4,69.9,4.66,2.24,24.3,3421.0,6.35,14.7,0.463,7.41,0.131,832.0,14.9
2026-06-18 20:00:00,801.4,332.0,35.8,56.1,4.71,1.99,22.2,3187.0,7.07,15.4,0.443,7.27,0.147,770.3,15.0
2026-06-18 21:00:00,898.5,318.6,32.5,54.5,5.53,2.02,24.5,3493.0,5.23,15.4,0.51,6.21,0.122,707.3,13.9
2026-06-18 22:00:00,822.4,411.0,41.8,60.1,4.14,1.85,25.2,3151.0,5.57,13.5,0.453,6.76,0.118,757.4,16.3
2026-06-18 23:00:00,815.3,370.7,40.9,61.8,5.24,1.93,25.7,3789.0,5.28,16.5,0.469,6.74,0.134,762.6,12.2
2026-06-19 00:00:00,724.9,328.5,37.1,56.8,5.29,2.2,27.5,3217.0,5.48,16.4,0.471,6.64,0.099,743.0,14.4
2026-06-19 01:00:00,583.1,428.1,33.3,52.4,5.15,1.71,30.7,3486.0,6.7,16.3,0.493,7.36,0.142,700.8,12.8
2026-06-19 02:00:00,692.2,323.0,30.9,49.2,4.52,2.26,29.9,3533.0,3.95,14.3,0.477,7.86,0.141,716.8,9.9
2026-06-19 03:00:00,947.5,405.3,38.0,56.4,5.41,2.1,33.2,3662.0,5.04,14.0,0.489,7.55,0.171,789.8,14.1
2026-06-19 04:00:00,678.3,332.2,40.2,57.1,5.4,2.11,32.0,3763.0,3.97,15.0,0.452,7.62,0.136,780.4,14.5
2026-06-19 05:00:00,630.0,581.8,36.8,55.8,6.32,2.09,33.5,3656.0,3.07,17.4,0.468,7.47,0.137,756.9,13.5
2026-06-19 06:00:00,797.8,380.9,38.7,54.5,4.5,1.96,33.6,3232.0,3.29,14.1,0.508,6.98,0.179,744.4,13.9
2026-06-19 07:00:00,869.9,387.6,36.8,55.0,4.52,1.95,31.4,3776.0,3.6,13.7,0.515,8.37,0.156,765.3,14.7
2026-06-19 08:00:00,689.6,337.4,34.0,54.6,4.37,1.82,31.8,3527.0,5.03,15.4,0.468,7.66,0.154,756.2,10.4
2026-06-19 09:00:00,856.9,338.9,32.1,47.5,4.12,1.91,32.2,3335.0,4.98,14.8,0.499,7.07,0.147,824.1,12.2
2026-06-19 10:00:00,790.9,315.3,35.4,57.8,5.07,2.07,27.3,3805.0,3.15,13.7,0.489,7.4,0.163,746.4,14.4
2026-06-19 11:00:00,815.7,298.9,40.9,64.3,5.96,1.72,28.5,3613.0,4.86,14.2,0.464,7.63,0.145,710.4,15.5
2026-06-19 12:00:00,948.4,324.2,33.9,52.3,4.22,1.93,27.5,3670.0,3.5,14.0,0.472,7.7,0.158,766.6,13.9
2026-06-19 13:00:00,793.3,315.9,31.0,51.7,5.58,1.96,25.5,3491.0,3.63,15.2,0.491,7.89,0.113,733.2,13.1
2026-06-19 14:00:00,822.8,356.5,41.6,61.5,5.44,2.09,25.3,3868.0,4.28,14.8,0.492,8.04,0.142,755.3,11.5
2026-06-19 15:00:00,1050.4,282.8,29.7,51.6,5.68,2.66,24.7,3787.0,3.58,12.6,0.502,5.52,0.185,756.8,14.9
2026-06-19 16:00:00,895.4,392.9,37.2,56.8,5.03,1.95,25.4,3628.0,4.33,15.2,0.512,7.22,0.149,755.4,12.9
2026-06-19 17:00:00,766.0,304.3,31.0,50.9,4.47,2.01,24.4,3481.0,3.42,15.0,0.475,5.66,0.124,759.0,11.7
2026-06-19 18:00:00,907.0,351.9,37.3,53.8,4.81,2.22,22.1,3548.0,4.73,11.6,0.445,6.78,0.127,782.9,14.7
2026-06-19 19:00:00,1065.7,402.3,33.7,56.5,4.8,1.84,21.2,3829.0,4.17,15.6,0.494,6.21,0.153,812.1,15.4
2026-06-19 20:00:00,840.3,395.8,25.3,47.6,5.08,2.35,23.5,3598.0,3.0,12.8,0.468,6.07,0.127,719.5,13.7
2026-06-19 21:00:00,801.7,405.1,28.7,47.6,5.07,1.58,25.9,3892.0,3.0,15.5,0.467,6.82,0.105,793.3,10.4
2026-06-19 22:00:00,888.0,393.0,34.5,56.1,5.4,1.87,25.6,3623.0,3.18,12.1,0.473,5.78,0.137,719.4,17.1
2026-06-19 23:00:00,786.4,290.7,40.7,60.0,5.33,2.09,26.7,3611.0,3.09,11.9,0.443,5.93,0.102,749.9,11.6
2026-06-20 00:00:00,660.2,340.8,33.6,55.7,4.33,2.58,29.8,3682.0,4.56,12.7,0.441,6.32,0.123,782.7,11.4
2026-06-20 01:00:00,467.9,250.4,40.4,61.4,5.48,1.83,26.9,4018.0,4.85,11.4,0.444,6.44,0.143,731.5,11.4
2026-06-20 02:00:00,656.1,359.2,28.7,50.5,4.53,2.22,29.2,3465.0,3.0,11.2,0.422,5.72,0.137,762.0,11.9
2026-06-20 03:00:00,762.4,268.0,38.7,60.2,4.08,2.05,31.3,3609.0,4.28,10.6,0.462,4.68,0.124,813.1,15.1
2026-06-20 04:00:00,656.9,369.0,38.4,57.4,4.73,2.19,31.2,3728.0,4.56,11.3,0.407,6.1,0.111,785.6,14.3
2026-06-20 05:00:00,596.9,296.0,30.0,49.8,4.98,2.13,31.9,3449.0,4.12,9.8,0.454,6.24,0.116,682.9,13.8
2026-06-20 06:00:00,727.2,345.7,35.8,58.8,3.8,1.78,38.9,3925.0,5.78,10.5,0.403,5.34,0.118,743.8,12.0
2026-06-20 07:00:00,777.2,321.7,55.0,74.8,4.68,2.01,33.6,3522.0,5.77,8.4,0.412,5.5,0.113,797.8,13.0
2026-06-20 08:00:00,651.2,329.1,36.7,55.4,5.36,1.68,36.2,3310.0,4.13,9.1,0.433,4.61,0.119,746.9,13.5
2026-06-20 09:00:00,779.7,313.1,32.1,50.2,4.63,2.29,32.7,3659.0,4.76,10.6,0.401,3.12,0.106,711.0,15.1
2026-06-20 10:00:00,714.2,296.1,36.1,55.8,4.77,2.29,34.3,3545.0,5.2,10.0,0.41,4.76,0.102,786.2,15.1
2026-06-20 11:00:00,744.9,301.9,35.7,54.3,5.74,2.17,31.3,3472.0,4.21,9.1,0.452,5.08,0.105,766.7,13.0
2026-06-20 12:00:00,774.3,285.9,42.2,62.1,5.77,2.09,26.0,3619.0,5.52,10.1,0.393,5.51,0.113,737.3,13.8
2026-06-20 13:00:00,771.6,338.8,35.8,53.4,5.82,2.17,27.8,3548.0,4.33,9.5,0.398,3.9,0.085,752.3,11.7
2026-06-20 14:00:00,732.5,355.8,44.2,63.5,4.16,2.1,26.3,3561.0,5.07,7.5,0.373,5.14,0.073,801.0,11.1
2026-06-20 15:00:00,912.3,301.8,33.7,55.0,4.33,2.25,24.8,3302.0,4.8,7.7,0.431,4.93,0.101,775.6,13.6
2026-06-20 16:00:00,819.5,404.5,28.8,45.1,4.37,1.97,27.0,3293.0,4.41,11.0,0.372,4.82,0.096,748.4,15.0
2026-06-20 17:00:00,678.6,290.6,43.9,65.8,5.15,2.02,22.7,3689.0,6.36,8.5,0.404,4.14,0.074,783.5,11.6
2026-06-20 18:00:00,863.7,326.0,28.5,45.1,4.76,1.81,21.5,3169.0,5.96,9.5,0.4,5.12,0.071,824.7,15.4
2026-06-20 19:00:00,1009.8,297.4,40.0,60.3,5.41,2.38,24.2,3106.0,6.21,8.9,0.432,5.42,0.097,805.5,16.7
2026-06-20 20:00:00,837.9,318.4,36.3,50.0,4.72,2.13,21.7,3451.0,6.83,11.8,0.408,4.58,0.101,811.2,14.6
2026-06-20 21:00:00,685.2,344.1,33.4,52.1,5.16,1.97,23.8,3413.0,7.7,8.7,0.366,4.78,0.082,812.8,14.9
2026-06-20 22:00:00,723.6,319.4,24.6,46.0,6.04,1.76,23.9,3596.0,6.91,10.8,0.42,4.55,0.07,773.8,16.0
2026-06-20 23:00:00,704.8,307.7,33.5,55.8,8.75,2.3,27.0,2873.0,7.02,10.7,0.417,5.37,0.082,702.0,12.4
2026-06-21 00:00:00,712.5,368.6,31.5,52.9,5.42,1.95,32.7,3101.0,6.8,9.9,0.352,5.08,0.11,744.7,13.1
2026-06-21 01:00:00,519.7,350.3,34.5,55.5,5.28,1.99,30.6,3340.0,7.95,9.1,0.429,5.45,0.096,715.8,10.9
2026-06-21 02:00:00,635.4,296.3,28.9,49.2,5.49,1.66,34.7,3281.0,7.18,7.8,0.429,5.4,0.093,735.5,15.1
2026-06-21 03:00:00,798.6,349.5,29.0,50.8,4.47,2.05,32.3,3252.0,7.0,11.5,0.402,3.35,0.113,728.9,12.0
2026-06-21 04:00:00,664.1,245.8,31.5,52.0,4.04,1.7,33.0,3052.0,7.03,11.0,0.448,5.36,0.111,736.0,14.1
2026-06-21 05:00:00,575.7,358.6,41.5,61.1,5.33,1.84,32.6,3309.0,7.54,10.1,0.388,6.09,0.11,780.7,12.5
2026-06-21 06:00:00,738.4,403.7,32.9,52.0,4.76,2.23,32.5,3300.0,7.64,8.1,0.444,4.95,0.117,781.6,12.5
2026-06-21 07:00:00,753.4,350.3,32.7,52.4,3.91,2.05,32.6,3329.0,8.34,11.7,0.426,4.64,0.108,660.0,15.6
2026-06-21 08:00:00,705.4,370.1,28.7,46.6,5.47,1.98,34.9,3102.0,7.74,9.4,0.419,6.17,0.107,755.3,12.7
2026-06-21 09:00:00,768.5,401.9,34.5,57.1,5.1,1.81,29.2,3297.0,8.56,13.6,0.43,3.82,0.113,763.0,15.8
2026-06-21 10:00:00,715.1,335.4,36.7,57.6,4.02,1.76,32.9,3305.0,8.64,13.0,0.452,5.5,0.103,742.6,12.0
2026-06-21 11:00:00,724.4,306.3,31.1,47.4,5.31,2.17,27.5,3448.0,7.89,10.2,0.431,6.97,0.116,685.5,14.7
2026-06-21 12:00:00,821.4,347.0,35.7,57.0,5.75,1.93,29.7,3313.0,9.01,9.5,0.437,5.97,0.107,728.0,16.9
2026-06-21 13:00:00,762.5,428.8,35.9,54.4,6.82,1.89,25.5,3210.0,9.17,13.0,0.425,6.25,0.165,756.8,11.8
2026-06-21 14:00:00,747.7,311.9,36.7,56.8,4.42,1.96,25.1,3447.0,9.88,13.0,0.464,6.24,0.129,738.8,13.4
2026-06-21 15:00:00,873.8,396.4,40.8,63.2,4.3,1.92,23.3,3089.0,8.96,14.2,0.454,6.39,0.121,768.7,14.9
2026-06-21 16:00:00,793.2,349.9,38.8,58.9,4.04,2.38,20.8,3382.0,9.61,13.9,0.496,7.42,0.143,752.9,15.7
2026-06-21 17:00:00,729.5,365.0,37.4,57.0,7.73,1.73,21.4,3556.0,10.97,12.7,0.436,5.16,0.142,785.4,14.3
2026-06-21 18:00:00,859.8,318.8,29.0,48.4,5.02,2.36,19.9,3451.0,9.2,13.6,0.48,6.1,0.136,801.2,13.9
2026-06-21 19:00:00,1050.2,327.8,43.6,62.7,3.64,1.7,22.2,3511.0,9.51,13.8,0.515,7.28,0.155,761.2,13.7
2026-06-21 20:00:00,785.8,402.5,36.7,55.3,4.71,1.95,22.4,3235.0,10.24,12.9,0.44,7.08,0.126,809.1,17.0
2026-06-21 21:00:00,781.6,348.2,35.8,54.5,5.12,1.88,25.7,3407.0,10.6,14.3,0.466,6.6,0.126,761.7,16.3
2026-06-21 22:00:00,733.5,284.3,68.3,88.2,4.84,1.88,27.0,3562.0,9.34,13.8,0.463,5.75,0.134,766.8,12.8
2026-06-21 23:00:00,696.3,354.8,42.2,62.4,4.04,1.96,29.0,3342.0,11.17,14.1,0.465,6.86,0.142,770.4,13.7
2026-06-22 00:00:00,782.6,349.1,33.8,56.7,5.72,2.0,28.0,3517.0,11.42,15.8,0.469,7.24,0.163,769.3,14.2
2026-06-22 01:00:00,507.9,350.6,42.0,64.7,5.14,1.62,30.7,3567.0,9.32,13.9,0.473,7.71,0.145,681.8,13.0
2026-06-22 02:00:00,676.5,253.1,36.4,55.4,4.76,1.73,33.1,3699.0,10.59,15.0,0.47,8.22,0.154,773.2,13.4
2026-06-22 03:00:00,776.7,275.9,27.1,46.3,5.64,1.97,29.6,3561.0,11.62,17.5,0.474,6.74,0.164,807.4,12.8
2026-06-22 04:00:00,720.9,401.3,35.5,55.1,4.01,1.92,36.5,3343.0,9.81,13.7,0.491,8.01,0.144,833.5,13.7
2026-06-22 05:00:00,673.2,356.4,31.8,50.2,7.54,1.99,33.6,3797.0,10.47,15.1,0.536,7.02,0.169,781.1,10.9
2026-06-22 06:00:00,863.1,274.8,57.1,77.5,4.95,1.93,31.6,3467.0,11.57,17.1,0.495,7.03,0.163,727.7,10.9
2026-06-22 07:00:00,783.1,316.0,37.2,57.5,5.91,2.33,31.3,3385.0,10.41,14.6,0.515,8.4,0.147,798.4,12.6
2026-06-22 08:00:00,699.0,478.0,37.0,53.7,6.13,1.92,31.4,3529.0,10.61,14.6,0.511,6.8,0.123,747.0,10.8
2026-06-22 09:00:00,730.3,374.9,28.0,46.4,5.76,1.97,36.1,3400.0,10.26,15.2,0.523,9.02,0.15,764.3,12.1
2026-06-22 10:00:00,888.3,323.4,37.9,57.9,5.17,1.89,30.4,3598.0,11.28,17.4,0.462,7.26,0.153,810.0,15.0
2026-06-22 11:00:00,729.6,398.2,27.9,48.0,5.94,2.25,27.6,3615.0,10.05,15.1,0.495,6.96,0.132,776.9,13.7
2026-06-22 12:00:00,876.6,284.0,32.7,52.0,4.88,2.32,28.1,3641.0,10.01,10.9,0.498,7.92,0.148,775.0,15.5
2026-06-22 13:00:00,795.3,342.5,37.2,54.5,5.04,1.96,28.4,3788.0,10.59,16.2,0.492,6.84,0.119,691.7,14.6
2026-06-22 14:00:00,776.1,356.9,26.9,47.3,4.72,1.98,24.4,3810.0,10.71,13.6,0.48,6.55,0.131,779.3,12.4
2026-06-22 15:00:00,969.3,404.5,38.9,60.7,5.24,2.08,22.1,3697.0,9.8,12.7,0.505,7.38,0.121,816.5,14.5
2026-06-22 16:00:00,934.0,293.9,33.6,54.6,4.48,1.85,22.4,3501.0,10.84,16.1,0.502,6.72,0.131,777.5,16.2
2026-06-22 17:00:00,744.0,366.1,32.9,53.8,4.01,2.39,22.8,3582.0,9.5,12.8,0.507,5.6,0.148,731.1,13.9
2026-06-22 18:00:00,913.8,362.6,35.9,55.1,11.18,2.2,24.0,3685.0,10.79,14.1,0.493,5.94,0.153,768.3,16.0
2026-06-22 19:00:00,1035.9,355.9,33.1,55.2,6.37,2.1,22.4,3568.0,9.42,13.2,0.453,7.56,0.125,831.0,15.5
2026-06-22 20:00:00,919.2,386.3,38.6,58.6,5.21,2.21,25.0,3808.0,8.22,12.5,0.441,6.32,0.138,876.2,15.3
2026-06-22 21:00:00,764.1,394.0,36.5,58.8,4.22,1.74,24.1,3340.0,10.09,13.5,0.467,5.91,0.116,724.9,13.9
2026-06-22 22:00:00,741.7,394.6,30.8,52.7,4.8,2.14,27.9,3559.0,8.84,11.1,0.441,6.67,0.131,845.3,13.0
2026-06-22 23:00:00,688.7,378.8,36.5,58.5,4.67,2.11,25.4,3450.0,10.05,11.6,0.44,6.62,0.109,733.7,13.0
2026-06-23 00:00:00,820.6,334.9,30.9,52.0,4.4,1.64,29.8,3560.0,9.51,10.6,0.473,5.46,0.127,756.4,15.6
2026-06-23 01:00:00,530.7,409.9,35.5,54.2,6.18,1.82,30.8,3549.0,9.74,12.1,0.443,5.96,0.118,747.5,11.3
2026-06-23 02:00:00,677.6,384.8,38.0,56.4,4.46,1.82,32.1,3934.0,9.14,11.5,0.494,5.0,0.119,758.0,13.0
2026-06-23 03:00:00,824.4,352.8,39.7,60.7,4.67,1.97,29.6,3641.0,7.82,10.0,0.439,5.94,0.128,804.5,17.1
2026-06-23 04:00:00,724.5,332.9,35.8,55.5,5.45,1.64,31.7,3905.0,8.0,12.9,0.429,4.78,0.111,771.0,13.0
2026-06-23 05:00:00,629.5,407.1,43.3,61.6,4.73,2.03,39.1,3957.0,9.12,11.4,0.452,5.11,0.095,727.3,12.5
2026-06-23 06:00:00,844.7,338.3,35.6,52.4,5.86,1.87,33.8,3872.0,7.77,12.1,0.433,4.71,0.116,732.9,15.3
2026-06-23 07:00:00,770.4,376.2,34.6,52.5,8.31,1.92,35.1,3864.0,8.6,9.8,0.415,5.01,0.117,803.1,12.7
2026-06-23 08:00:00,728.2,364.2,36.9,57.8,4.95,1.74,31.1,3545.0,8.8,11.1,0.406,6.35,0.099,739.1,15.5
2026-06-23 09:00:00,793.9,321.9,37.6,55.4,4.92,2.06,31.8,3883.0,8.51,11.6,0.411,4.95,0.098,740.4,12.0
2026-06-23 10:00:00,769.4,344.4,37.0,60.5,4.08,1.89,30.6,3287.0,6.4,9.9,0.394,6.72,0.106,746.5,14.3
2026-06-23 11:00:00,884.1,349.5,30.6,49.8,7.23,1.67,29.1,3444.0,8.63,12.1,0.419,4.31,0.088,737.3,14.3
2026-06-23 12:00:00,865.5,378.6,43.7,62.7,4.86,1.67,27.7,3601.0,7.07,10.0,0.43,5.04,0.085,790.7,14.7
2026-06-23 13:00:00,832.5,601.2,37.7,56.9,5.1,2.13,24.1,3502.0,7.75,10.0,0.419,4.58,0.08,768.7,14.9
2026-06-23 14:00:00,773.0,262.6,38.2,57.1,4.31,2.45,23.7,3147.0,8.13,6.9,0.417,2.95,0.082,782.5,14.1
2026-06-23 15:00:00,982.3,355.4,37.1,56.1,5.32,2.15,24.9,3529.0,6.47,8.7,0.415,4.18,0.106,826.1,15.9
2026-06-23 16:00:00,897.9,333.2,30.9,49.7,5.33,1.88,23.6,3470.0,6.78,10.9,0.376,4.72,0.117,775.5,13.6
2026-06-23 17:00:00,831.9,385.8,36.8,54.5,4.52,2.1,24.4,3293.0,6.33,7.6,0.399,4.71,0.097,735.2,14.9
2026-06-23 18:00:00,876.8,325.6,32.1,50.5,4.28,2.03,21.0,3504.0,5.68,10.2,0.412,4.64,0.077,806.3,15.6
2026-06-23 19:00:00,1039.5,373.7,35.8,54.0,5.02,2.46,23.1,3219.0,6.99,11.3,0.403,5.23,0.07,784.2,16.9
2026-06-23 20:00:00,834.7,562.8,36.4,53.6,4.4,1.99,18.9,3429.0,5.97,11.1,0.443,4.72,0.094,757.8,12.8
2026-06-23 21:00:00,783.0,378.6,34.9,56.0,4.64,2.05,25.5,3594.0,4.13,6.7,0.399,4.74,0.091,745.3,14.3
2026-06-23 22:00:00,770.3,334.6,33.9,50.9,5.84,2.06,24.1,3274.0,5.03,7.5,0.389,3.54,0.101,730.4,14.9
2026-06-23 23:00:00,702.0,336.6,31.5,51.9,5.36,1.74,25.6,3159.0,5.06,11.1,0.406,4.11,0.089,733.2,14.1
2026-06-24 00:00:00,769.4,318.7,33.0,60.7,4.81,1.7,32.5,3236.0,5.01,8.9,0.407,5.44,0.073,778.4,15.6
2026-06-24 01:00:00,530.7,359.1,24.9,43.4,4.87,2.05,31.8,3405.0,4.44,9.4,0.385,4.64,0.101,754.0,12.2
2026-06-24 02:00:00,676.9,252.7,42.6,65.3,5.0,1.65,32.6,3354.0,4.12,10.4,0.411,5.53,0.092,690.1,11.8
2026-06-24 03:00:00,788.0,306.7,33.9,54.1,4.5,1.58,32.1,3330.0,4.95,9.3,0.47,4.99,0.122,776.0,16.5
